,column_code,dataset_name,column_name,business_entity_code
874,monthly-modal-time-series.Non-Major Non-Physical Assaults on Other Transit Workers,monthly-modal-time-series,Non-Major Non-Physical Assaults on Other Transit Workers,
875,monthly-modal-time-series.Major Physical Assaults on Operators,monthly-modal-time-series,Major Physical Assaults on Operators,
876,monthly-modal-time-series.Major Non-Physical Assaults on Operators,monthly-modal-time-series,Major Non-Physical Assaults on Operators,
877,monthly-modal-time-series.Major Physical Assaults on Other Transit Workers,monthly-modal-time-series,Major Physical Assaults on Other Transit Workers,
878,monthly-modal-time-series.Major Non-Physical Assaults on Other Transit Workers,monthly-modal-time-series,Major Non-Physical Assaults on Other Transit Workers,
879,monthly-modal-time-series.Total Assaults on Transit Workers,monthly-modal-time-series,Total Assaults on Transit Workers,
880,mta-subway-stations.GTFS Stop ID,mta-subway-stations,GTFS Stop ID,Transportation.Public-Transportation.Mass-Transit.Schedule
881,mta-subway-stations.Station ID,mta-subway-stations,Station ID,Transportation.Public-Transportation.Mass-Transit.Schedule
882,mta-subway-stations.Complex ID,mta-subway-stations,Complex ID,
883,mta-subway-stations.Division,mta-subway-stations,Division,
884,mta-subway-stations.Line,mta-subway-stations,Line,Transportation.Public-Transportation.Mass-Transit.Routes
885,mta-subway-stations.Stop Name,mta-subway-stations,Stop Name,Transportation.Public-Transportation.Mass-Transit.Schedule
886,mta-subway-stations.Borough,mta-subway-stations,Borough,
887,mta-subway-stations.Daytime Routes,mta-subway-stations,Daytime Routes,Transportation.Public-Transportation.Mass-Transit.Routes
888,mta-subway-stations.Structure,mta-subway-stations,Structure,Transportation.Public-Transportation.Mass-Transit.Schedule
889,mta-subway-stations.GTFS Latitude,mta-subway-stations,GTFS Latitude,
890,mta-subway-stations.GTFS Longitude,mta-subway-stations,GTFS Longitude,
891,mta-subway-stations.North Direction Label,mta-subway-stations,North Direction Label,
892,mta-subway-stations.South Direction Label,mta-subway-stations,South Direction Label,
893,mta-subway-stations.ADA,mta-subway-stations,ADA,
894,mta-subway-stations.ADA Northbound,mta-subway-stations,ADA Northbound,
895,mta-subway-stations.ADA Southbound,mta-subway-stations,ADA Southbound,
896,mta-subway-stations.ADA Notes,mta-subway-stations,ADA Notes,
897,mta-subway-stations.Georeference,mta-subway-stations,Georeference,
898,mta-subway-mean-distance-between-failures-beginning-2015.Month,mta-subway-mean-distance-between-failures-beginning-2015,Month,Transportation.Personal-Transportation.Mileage
899,mta-subway-mean-distance-between-failures-beginning-2015.Division,mta-subway-mean-distance-between-failures-beginning-2015,Division,Transportation.Personal-Transportation
900,mta-subway-mean-distance-between-failures-beginning-2015.Car Class,mta-subway-mean-distance-between-failures-beginning-2015,Car Class,Transportation.Personal-Transportation.Vehicle
901,mta-subway-mean-distance-between-failures-beginning-2015.Total Miles,mta-subway-mean-distance-between-failures-beginning-2015,Total Miles,Transportation.Personal-Transportation.Mileage
902,mta-subway-mean-distance-between-failures-beginning-2015.Number of Failures,mta-subway-mean-distance-between-failures-beginning-2015,Number of Failures,Transportation.Waiting-Time.Delay
903,mta-subway-mean-distance-between-failures-beginning-2015.Number of Cars,mta-subway-mean-distance-between-failures-beginning-2015,Number of Cars,Transportation.Personal-Transportation.Vehicle
904,mta-subway-mean-distance-between-failures-beginning-2015.MDBF,mta-subway-mean-distance-between-failures-beginning-2015,MDBF,
905,mta-subway-mean-distance-between-failures-beginning-2015.12-Month Average MDBF,mta-subway-mean-distance-between-failures-beginning-2015,12-Month Average MDBF,
906,dot-parking-tickets.Ticket Number,dot-parking-tickets,Ticket Number,
907,dot-parking-tickets.Date/Time,dot-parking-tickets,Date/Time,
908,dot-parking-tickets.Parking Division,dot-parking-tickets,Parking Division,
909,dot-parking-tickets.Ticket Location,dot-parking-tickets,Ticket Location,
910,dot-parking-tickets.Meter,dot-parking-tickets,Meter,
911,dot-parking-tickets.Violation Code,dot-parking-tickets,Violation Code,
912,dot-parking-tickets.Violation Description,dot-parking-tickets,Violation Description,
913,dot-parking-tickets.Plate Year,dot-parking-tickets,Plate Year,
914,dot-parking-tickets.Vehicle Make,dot-parking-tickets,Vehicle Make,
915,dot-parking-tickets.Plate Month,dot-parking-tickets,Plate Month,
916,dot-parking-tickets.Vehicle Type,dot-parking-tickets,Vehicle Type,
917,dot-parking-tickets.Vehicle Color,dot-parking-tickets,Vehicle Color,
918,dot-parking-tickets.Remarks,dot-parking-tickets,Remarks,
919,dot-parking-tickets.Issuing Agency,dot-parking-tickets,Issuing Agency,
920,traffic-volume-counts.ID,traffic-volume-counts,ID,Transportation.Public-Transportation.Mass-Transit.Schedule
921,traffic-volume-counts.SegmentID,traffic-volume-counts,SegmentID,Transportation.Public-Transportation.Mass-Transit.Routes
922,traffic-volume-counts.Roadway Name,traffic-volume-counts,Roadway Name,Transportation.Personal-Transportation.Location
923,traffic-volume-counts.From,traffic-volume-counts,From,Transportation.Personal-Transportation.Location
924,traffic-volume-counts.To,traffic-volume-counts,To,Transportation.Personal-Transportation.Location
925,traffic-volume-counts.Direction,traffic-volume-counts,Direction,Transportation.Personal-Transportation.Location
926,traffic-volume-counts.Date,traffic-volume-counts,Date,Transportation.Public-Transportation.Mass-Transit.Schedule
927,traffic-volume-counts.12:00-1:00 AM,traffic-volume-counts,12:00-1:00 AM,Transportation.Waiting-Time
928,traffic-volume-counts.1:00-2:00AM,traffic-volume-counts,1:00-2:00AM,Transportation.Waiting-Time
929,traffic-volume-counts.2:00-3:00AM,traffic-volume-counts,2:00-3:00AM,Transportation.Waiting-Time
930,traffic-volume-counts.3:00-4:00AM,traffic-volume-counts,3:00-4:00AM,Transportation.Waiting-Time
931,traffic-volume-counts.4:00-5:00AM,traffic-volume-counts,4:00-5:00AM,Transportation.Waiting-Time
932,traffic-volume-counts.5:00-6:00AM,traffic-volume-counts,5:00-6:00AM,Transportation.Waiting-Time
933,traffic-volume-counts.6:00-7:00AM,traffic-volume-counts,6:00-7:00AM,Transportation.Waiting-Time
934,traffic-volume-counts.7:00-8:00AM,traffic-volume-counts,7:00-8:00AM,Transportation.Waiting-Time
935,traffic-volume-counts.8:00-9:00AM,traffic-volume-counts,8:00-9:00AM,Transportation.Waiting-Time
936,traffic-volume-counts.9:00-10:00AM,traffic-volume-counts,9:00-10:00AM,Transportation.Waiting-Time
937,traffic-volume-counts.10:00-11:00AM,traffic-volume-counts,10:00-11:00AM,Transportation.Waiting-Time
938,traffic-volume-counts.11:00-12:00PM,traffic-volume-counts,11:00-12:00PM,Transportation.Waiting-Time
939,traffic-volume-counts.12:00-1:00PM,traffic-volume-counts,12:00-1:00PM,Transportation.Waiting-Time
940,traffic-volume-counts.1:00-2:00PM,traffic-volume-counts,1:00-2:00PM,Transportation.Waiting-Time
941,traffic-volume-counts.2:00-3:00PM,traffic-volume-counts,2:00-3:00PM,Transportation.Waiting-Time
942,traffic-volume-counts.3:00-4:00PM,traffic-volume-counts,3:00-4:00PM,Transportation.Waiting-Time
943,traffic-volume-counts.4:00-5:00PM,traffic-volume-counts,4:00-5:00PM,Transportation.Waiting-Time
944,traffic-volume-counts.5:00-6:00PM,traffic-volume-counts,5:00-6:00PM,Transportation.Waiting-Time
945,traffic-volume-counts.6:00-7:00PM,traffic-volume-counts,6:00-7:00PM,Transportation.Waiting-Time
946,traffic-volume-counts.7:00-8:00PM,traffic-volume-counts,7:00-8:00PM,Transportation.Waiting-Time
947,traffic-volume-counts.8:00-9:00PM,traffic-volume-counts,8:00-9:00PM,Transportation.Waiting-Time
948,traffic-volume-counts.9:00-10:00PM,traffic-volume-counts,9:00-10:00PM,Transportation.Waiting-Time
949,traffic-volume-counts.10:00-11:00PM,traffic-volume-counts,10:00-11:00PM,Transportation.Waiting-Time
950,traffic-volume-counts.11:00-12:00AM,traffic-volume-counts,11:00-12:00AM,Transportation.Waiting-Time
951,louisville-metro-ky-animal-services-activity-log-dd99d.casenumber,louisville-metro-ky-animal-services-activity-log-dd99d,casenumber,
952,louisville-metro-ky-animal-services-activity-log-dd99d.casetype,louisville-metro-ky-animal-services-activity-log-dd99d,casetype,
953,louisville-metro-ky-animal-services-activity-log-dd99d.caseanimaltype,louisville-metro-ky-animal-services-activity-log-dd99d,caseanimaltype,
954,louisville-metro-ky-animal-services-activity-log-dd99d.casecity,louisville-metro-ky-animal-services-activity-log-dd99d,casecity,Geospatial.Location.Address
955,louisville-metro-ky-animal-services-activity-log-dd99d.casestate,louisville-metro-ky-animal-services-activity-log-dd99d,casestate,
956,louisville-metro-ky-animal-services-activity-log-dd99d.casezipcode,louisville-metro-ky-animal-services-activity-log-dd99d,casezipcode,Geospatial.Location.ZIP
957,louisville-metro-ky-animal-services-activity-log-dd99d.ownerid,louisville-metro-ky-animal-services-activity-log-dd99d,ownerid,
958,louisville-metro-ky-animal-services-activity-log-dd99d.animalid,louisville-metro-ky-animal-services-activity-log-dd99d,animalid,
959,louisville-metro-ky-animal-services-activity-log-dd99d.result1,louisville-metro-ky-animal-services-activity-log-dd99d,result1,
960,louisville-metro-ky-animal-services-activity-log-dd99d.result2,louisville-metro-ky-animal-services-activity-log-dd99d,result2,
961,louisville-metro-ky-animal-services-activity-log-dd99d.result3,louisville-metro-ky-animal-services-activity-log-dd99d,result3,
962,louisville-metro-ky-animal-services-activity-log-dd99d.result4,louisville-metro-ky-animal-services-activity-log-dd99d,result4,
963,louisville-metro-ky-animal-services-activity-log-dd99d.result5,louisville-metro-ky-animal-services-activity-log-dd99d,result5,
964,louisville-metro-ky-animal-services-activity-log-dd99d.result6,louisville-metro-ky-animal-services-activity-log-dd99d,result6,
965,louisville-metro-ky-animal-services-activity-log-dd99d.clerk,louisville-metro-ky-animal-services-activity-log-dd99d,clerk,
966,louisville-metro-ky-animal-services-activity-log-dd99d.officer,louisville-metro-ky-animal-services-activity-log-dd99d,officer,
967,louisville-metro-ky-animal-services-activity-log-dd99d.calldate,louisville-metro-ky-animal-services-activity-log-dd99d,calldate,
968,louisville-metro-ky-animal-services-activity-log-dd99d.newdate,louisville-metro-ky-animal-services-activity-log-dd99d,newdate,
969,louisville-metro-ky-animal-services-activity-log-dd99d.dispatched,louisville-metro-ky-animal-services-activity-log-dd99d,dispatched,
970,louisville-metro-ky-animal-services-activity-log-dd99d.working,louisville-metro-ky-animal-services-activity-log-dd99d,working,
971,louisville-metro-ky-animal-services-activity-log-dd99d.completed,louisville-metro-ky-animal-services-activity-log-dd99d,completed,
972,louisville-metro-ky-animal-services-activity-log-dd99d.animaltype,louisville-metro-ky-animal-services-activity-log-dd99d,animaltype,
973,louisville-metro-ky-animal-services-activity-log-dd99d.sex,louisville-metro-ky-animal-services-activity-log-dd99d,sex,
974,louisville-metro-ky-animal-services-activity-log-dd99d.bites,louisville-metro-ky-animal-services-activity-log-dd99d,bites,
975,louisville-metro-ky-animal-services-activity-log-dd99d.color,louisville-metro-ky-animal-services-activity-log-dd99d,color,
976,louisville-metro-ky-animal-services-activity-log-dd99d.breed,louisville-metro-ky-animal-services-activity-log-dd99d,breed,
977,louisville-metro-ky-animal-services-activity-log-dd99d.ObjectId,louisville-metro-ky-animal-services-activity-log-dd99d,ObjectId,
978,citywide-mobility-survey-vehicle-survey-2019.hh_id,citywide-mobility-survey-vehicle-survey-2019,hh_id,
979,citywide-mobility-survey-vehicle-survey-2019.weight,citywide-mobility-survey-vehicle-survey-2019,weight,
980,citywide-mobility-survey-vehicle-survey-2019.cms_zone,citywide-mobility-survey-vehicle-survey-2019,cms_zone,
981,citywide-mobility-survey-vehicle-survey-2019.survey_mode,citywide-mobility-survey-vehicle-survey-2019,survey_mode,
982,citywide-mobility-survey-vehicle-survey-2019.vehicle_num,citywide-mobility-survey-vehicle-survey-2019,vehicle_num,
983,citywide-mobility-survey-vehicle-survey-2019.vehicle_id,citywide-mobility-survey-vehicle-survey-2019,vehicle_id,Transportation.Personal-Transportation.Vehicle
984,citywide-mobility-survey-vehicle-survey-2019.year,citywide-mobility-survey-vehicle-survey-2019,year,
985,citywide-mobility-survey-vehicle-survey-2019.home_park,citywide-mobility-survey-vehicle-survey-2019,home_park,Transportation.Personal-Transportation.Location
986,citywide-mobility-survey-vehicle-survey-2019.home_park_amount_day,citywide-mobility-survey-vehicle-survey-2019,home_park_amount_day,Transportation.Personal-Transportation.Mileage
987,citywide-mobility-survey-vehicle-survey-2019.home_park_amount_month,citywide-mobility-survey-vehicle-survey-2019,home_park_amount_month,Transportation.Personal-Transportation.Mileage
988,citywide-mobility-survey-vehicle-survey-2019.home_park_amount_week,citywide-mobility-survey-vehicle-survey-2019,home_park_amount_week,Transportation.Personal-Transportation.Mileage
989,citywide-mobility-survey-vehicle-survey-2019.home_park_amount_year,citywide-mobility-survey-vehicle-survey-2019,home_park_amount_year,Transportation.Personal-Transportation.Mileage
990,commercial-aviation-mishandled-baggage-and-mishandled-wheelchairs-and-scooter.YEAR,commercial-aviation-mishandled-baggage-and-mishandled-wheelchairs-and-scooter,YEAR,Aviation
991,commercial-aviation-mishandled-baggage-and-mishandled-wheelchairs-and-scooter.MONTH,commercial-aviation-mishandled-baggage-and-mishandled-wheelchairs-and-scooter,MONTH,Aviation
992,commercial-aviation-mishandled-baggage-and-mishandled-wheelchairs-and-scooter.QUARTER,commercial-aviation-mishandled-baggage-and-mishandled-wheelchairs-and-scooter,QUARTER,Aviation
993,commercial-aviation-mishandled-baggage-and-mishandled-wheelchairs-and-scooter.AIRLINE_ID,commercial-aviation-mishandled-baggage-and-mishandled-wheelchairs-and-scooter,AIRLINE_ID,Aviation.Airlines
994,commercial-aviation-mishandled-baggage-and-mishandled-wheelchairs-and-scooter.CARRIER,commercial-aviation-mishandled-baggage-and-mishandled-wheelchairs-and-scooter,CARRIER,Aviation.Airlines
995,commercial-aviation-mishandled-baggage-and-mishandled-wheelchairs-and-scooter.CARRIER_NAME,commercial-aviation-mishandled-baggage-and-mishandled-wheelchairs-and-scooter,CARRIER_NAME,
996,commercial-aviation-mishandled-baggage-and-mishandled-wheelchairs-and-scooter.UNIQUE_CARRIER,commercial-aviation-mishandled-baggage-and-mishandled-wheelchairs-and-scooter,UNIQUE_CARRIER,
997,commercial-aviation-mishandled-baggage-and-mishandled-wheelchairs-and-scooter.UNIQUE_CARRIER_NAME,commercial-aviation-mishandled-baggage-and-mishandled-wheelchairs-and-scooter,UNIQUE_CARRIER_NAME,
998,commercial-aviation-mishandled-baggage-and-mishandled-wheelchairs-and-scooter.PASSENGERS,commercial-aviation-mishandled-baggage-and-mishandled-wheelchairs-and-scooter,PASSENGERS,
999,commercial-aviation-mishandled-baggage-and-mishandled-wheelchairs-and-scooter.MISHANDLED_BAGGAGE,commercial-aviation-mishandled-baggage-and-mishandled-wheelchairs-and-scooter,MISHANDLED_BAGGAGE,
1000,commercial-aviation-mishandled-baggage-and-mishandled-wheelchairs-and-scooter.ENPLANED_BAGGAGE,commercial-aviation-mishandled-baggage-and-mishandled-wheelchairs-and-scooter,ENPLANED_BAGGAGE,
